county,year,naics,emp,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,n1000_1,n1000_2,n1000_3,n1000_4
Multnomah,2005,712120,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,712130,58,4,0,2,0,2,0,0,0,0,0,0,0,0,0
Multnomah,2005,712190,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,713110,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Multnomah,2005,713120,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,713290,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,713910,513,14,3,1,2,4,3,1,0,0,0,0,0,0,0
Multnomah,2005,713920,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,713930,86,15,10,2,2,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,713940,1772,77,29,18,8,14,7,0,0,1,0,0,0,0,0
Multnomah,2005,713950,0,8,0,0,3,5,0,0,0,0,0,0,0,0,0
Multnomah,2005,713990,366,47,27,10,6,3,1,0,0,0,0,0,0,0,0
Multnomah,2005,721110,5175,126,30,17,21,28,16,11,3,0,0,0,0,0,0
Multnomah,2005,721191,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,721199,29,4,1,2,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,721211,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,721214,30,5,2,2,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,721310,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,722110,17498,999,261,188,281,186,68,15,0,0,0,0,0,0,0
Multnomah,2005,722211,9163,650,167,129,183,153,18,0,0,0,0,0,0,0,0
Multnomah,2005,722212,453,24,9,3,2,7,3,0,0,0,0,0,0,0,0
Multnomah,2005,722213,2520,300,107,76,98,19,0,0,0,0,0,0,0,0,0
Multnomah,2005,722310,1697,63,23,13,11,7,5,3,1,0,0,0,0,0,0
Multnomah,2005,722320,334,36,15,9,7,4,1,0,0,0,0,0,0,0,0
Multnomah,2005,722330,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,722410,2424,262,86,90,57,24,5,0,0,0,0,0,0,0,0
Multnomah,2005,811111,1452,244,160,62,17,2,2,0,1,0,0,0,0,0,0
Multnomah,2005,811112,23,8,7,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,811113,174,19,11,5,1,1,1,0,0,0,0,0,0,0,0
Multnomah,2005,811118,156,24,13,7,2,2,0,0,0,0,0,0,0,0,0
Multnomah,2005,811121,887,118,60,22,26,10,0,0,0,0,0,0,0,0,0
Multnomah,2005,811122,92,14,6,4,4,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,811191,244,22,3,9,8,2,0,0,0,0,0,0,0,0,0
Multnomah,2005,811192,364,42,16,14,6,6,0,0,0,0,0,0,0,0,0
Multnomah,2005,811198,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0
Multnomah,2005,811211,56,8,6,1,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,811212,109,16,10,3,2,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,811213,50,5,2,1,1,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,811219,128,12,5,3,2,1,1,0,0,0,0,0,0,0,0
Multnomah,2005,811310,362,50,29,9,8,4,0,0,0,0,0,0,0,0,0
Multnomah,2005,811411,17,3,2,0,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,811412,136,13,6,4,1,2,0,0,0,0,0,0,0,0,0
Multnomah,2005,811420,0,20,16,4,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,811430,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,811490,90,34,25,8,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,812111,26,6,4,1,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,812112,1362,217,134,44,32,5,1,1,0,0,0,0,0,0,0
Multnomah,2005,812113,25,5,2,2,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,812191,0,7,2,5,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,812199,192,39,28,7,1,3,0,0,0,0,0,0,0,0,0
Multnomah,2005,812210,152,18,5,9,3,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,812220,100,12,3,5,3,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,812310,104,18,12,3,1,2,0,0,0,0,0,0,0,0,0
Multnomah,2005,812320,268,56,39,9,7,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,812331,0,4,0,1,1,0,0,2,0,0,0,0,0,0,0
Multnomah,2005,812332,903,15,2,0,5,2,2,4,0,0,0,0,0,0,0
Multnomah,2005,812910,211,54,36,12,6,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,812921,0,6,3,0,2,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,812922,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,812930,0,205,173,20,8,3,1,0,0,0,0,0,0,0,0
Multnomah,2005,812990,54,18,15,1,2,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,813110,4784,422,214,114,47,32,8,5,2,0,0,0,0,0,0
Multnomah,2005,813211,395,53,35,7,8,2,0,1,0,0,0,0,0,0,0
Multnomah,2005,813212,233,26,14,5,5,1,1,0,0,0,0,0,0,0,0
Multnomah,2005,813219,118,11,6,1,2,2,0,0,0,0,0,0,0,0,0
Multnomah,2005,813311,198,28,12,10,3,3,0,0,0,0,0,0,0,0,0
Multnomah,2005,813312,579,56,29,8,12,5,2,0,0,0,0,0,0,0,0
Multnomah,2005,813319,378,59,37,12,6,4,0,0,0,0,0,0,0,0,0
Multnomah,2005,813410,920,68,34,11,9,10,3,1,0,0,0,0,0,0,0
Multnomah,2005,813910,379,64,41,14,6,3,0,0,0,0,0,0,0,0,0
Multnomah,2005,813920,137,27,20,5,1,0,1,0,0,0,0,0,0,0,0
Multnomah,2005,813930,1241,96,40,24,20,7,3,2,0,0,0,0,0,0,0
Multnomah,2005,813940,0,36,31,3,1,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,813990,90,31,25,5,1,0,0,0,0,0,0,0,0,0,0
