County,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,State
Navarro,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Newton,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,TX
Nolan,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Nueces,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Ochiltree,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,TX
Oldham,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,TX
Orange,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,TX
PaloPinto,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Panola,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014,TX
Parker,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Parmer,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,TX
Pecos,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Polk,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,TX
Potter,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,TX
Presidio,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Rains,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Randall,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,TX
Reagan,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Real,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
RedRiver,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Reeves,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Refugio,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Roberts,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,TX
Robertson,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,TX
Rockwall,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Runnels,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Rusk,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877,TX
Sabine,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
SanAugustine,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
SanJacinto,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,TX
SanPatricio,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
SanSaba,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Schleicher,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Scurry,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Shackelford,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Shelby,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852,TX
Sherman,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,TX
Smith,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005,TX
Somervell,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Starr,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Stephens,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Sterling,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Stonewall,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Sutton,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Swisher,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,TX
Tarrant,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Taylor,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Terrell,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Terry,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,TX
Throckmorton,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Titus,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,TX
TomGreen,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Travis,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Trinity,1.0322978,1.0322978,1.0322978,1.0322978,1.0322978,1.0322978,1.0322978,1.0322978,1.0322978,1.0322978,1.0322978,1.0322978,1.0322978,TX
Tyler,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,TX
Upshur,1.432101,1.432101,1.432101,1.432101,1.432101,1.432101,1.432101,1.432101,1.432101,1.432101,1.432101,1.432101,1.432101,TX
Upton,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Uvalde,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
ValVerde,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
VanZandt,1.300952871,1.300952871,1.300952871,1.300952871,1.300952871,1.300952871,1.300952871,1.300952871,1.300952871,1.300952871,1.300952871,1.300952871,1.300952871,TX
Victoria,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Walker,1.1654259,1.1654259,1.1654259,1.1654259,1.1654259,1.1654259,1.1654259,1.1654259,1.1654259,1.1654259,1.1654259,1.1654259,1.1654259,TX
Waller,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Ward,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Washington,1.14586422,1.14586422,1.14586422,1.14586422,1.14586422,1.14586422,1.14586422,1.14586422,1.14586422,1.14586422,1.14586422,1.14586422,1.14586422,TX
Webb,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Wharton,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Wheeler,1.5155589,1.5155589,1.5155589,1.5155589,1.5155589,1.5155589,1.5155589,1.5155589,1.5155589,1.5155589,1.5155589,1.5155589,1.5155589,TX
Wichita,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Wilbarger,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Willacy,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Williamson,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Wilson,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Winkler,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Wise,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Wood,1.420178443,1.420178443,1.420178443,1.420178443,1.420178443,1.420178443,1.420178443,1.420178443,1.420178443,1.420178443,1.420178443,1.420178443,1.420178443,TX
Yoakum,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,TX
Young,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Zapata,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Zavala,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Anderson,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Andrews,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Angelina,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Aransas,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Archer,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Armstrong,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Atascosa,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Austin,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Bailey,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,TX
Bandera,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Bastrop,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Baylor,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Bee,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Bell,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Bexar,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Blanco,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Borden,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Bosque,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Bowie,1.470620031,1.470620031,1.470620031,1.470620031,1.470620031,1.470620031,1.470620031,1.470620031,1.470620031,1.470620031,1.470620031,1.470620031,1.470620031,TX
Brazoria,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Brazos,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Brewster,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Briscoe,1.39037205,1.39037205,1.39037205,1.39037205,1.39037205,1.39037205,1.39037205,1.39037205,1.39037205,1.39037205,1.39037205,1.39037205,1.39037205,TX
Brooks,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Brown,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Burleson,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Burnet,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Caldwell,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Calhoun,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Callahan,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Cameron,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Camp,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,TX
Carson,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,TX
Cass,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,TX
Castro,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,TX
Chambers,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,TX
Cherokee,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Childress,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Clay,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Cochran,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,TX
Coke,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Coleman,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Collin,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Collingsworth,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Colorado,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Comal,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Comanche,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Concho,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Cooke,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Coryell,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Cottle,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Crane,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Crockett,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Crosby,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,TX
Culberson,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Dallam,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,TX
Dallas,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Dawson,1.3208238,1.3208238,1.3208238,1.3208238,1.3208238,1.3208238,1.3208238,1.3208238,1.3208238,1.3208238,1.3208238,1.3208238,1.3208238,TX
DeafSmith,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,TX
Delta,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Denton,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
DeWitt,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Dickens,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675,TX
Dimmit,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,TX
Kane,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,UT
Millard,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,UT
Morgan,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,UT
Piute,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,UT
Rich,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,UT
SaltLake,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,UT
SanJuan,0.9309084111,0.9309084111,0.9309084111,0.9309084111,0.9309084111,0.9309084111,0.9309084111,0.9309084111,0.9309084111,0.9309084111,0.9309084111,0.9309084111,0.9309084111,UT
Sanpete,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,UT
Sevier,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,UT
Summit,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,UT
Tooele,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,UT
Uintah,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,UT
Utah,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,UT
Wasatch,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,UT
Washington,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,UT
Wayne,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,UT
Weber,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,UT
Beaver,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,UT
