County,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,State
Cherokee,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Clarke,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Clay,,,,,,,,,,,,,,GA
Clayton,,,,,,,,,,,,,,GA
Clinch,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Cobb,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Coffee,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Colquitt,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Columbia,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Cook,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Coweta,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Crawford,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Crisp,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Dade,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,GA
Dawson,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Decatur,,,,,,,,,,,,,,GA
DeKalb,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Dodge,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Dooly,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Dougherty,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Douglas,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Early,,,,,,,,,,,,,,GA
Echols,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Effingham,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Elbert,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Emanuel,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Evans,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Fannin,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,GA
Fayette,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Floyd,1.355041825,1.355041825,1.355041825,1.355041825,1.355041825,1.355041825,1.355041825,1.355041825,1.355041825,1.355041825,1.355041825,1.355041825,1.355041825,GA
Forsyth,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Franklin,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Fulton,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Gilmer,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,GA
Glascock,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Glynn,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Gordon,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,GA
Grady,,,,,,,,,,,,,,GA
Greene,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Gwinnett,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Habersham,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Hall,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Hancock,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Haralson,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Harris,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Hart,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Heard,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Henry,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Houston,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Irwin,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Jackson,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Jasper,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
JeffDavis,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Jefferson,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Jenkins,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Johnson,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Jones,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Lamar,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Lanier,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Laurens,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Lee,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Liberty,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Lincoln,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Long,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Lowndes,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Lumpkin,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,GA
McDuffie,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
McIntosh,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Macon,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Madison,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Marion,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Meriwether,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Miller,,,,,,,,,,,,,,GA
Mitchell,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Monroe,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Montgomery,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Morgan,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Murray,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,GA
Muscogee,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Newton,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Oconee,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Oglethorpe,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Paulding,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Peach,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Pickens,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Pierce,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Pike,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Polk,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Pulaski,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Putnam,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Quitman,,,,,,,,,,,,,,GA
Rabun,1.349704075,1.349704075,1.349704075,1.349704075,1.349704075,1.349704075,1.349704075,1.349704075,1.349704075,1.349704075,1.349704075,1.349704075,1.349704075,GA
Randolph,,,,,,,,,,,,,,GA
Richmond,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Rockdale,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Schley,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Screven,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Seminole,,,,,,,,,,,,,,GA
Spalding,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Stephens,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Stewart,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Sumter,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Talbot,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Taliaferro,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Tattnall,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Taylor,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Telfair,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Terrell,,,,,,,,,,,,,,GA
Thomas,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Tift,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Toombs,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Towns,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,GA
Treutlen,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Troup,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Turner,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Twiggs,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Union,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,GA
Upson,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Walker,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,GA
Walton,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Ware,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Warren,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Washington,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Wayne,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Webster,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Wheeler,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
White,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,GA
Hawaii,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,HI
Honolulu,1.5933483,1.5933483,1.5933483,1.5933483,1.5933483,1.5933483,1.5933483,1.5933483,1.5933483,1.5933483,1.5933483,1.5933483,1.5933483,HI
Maui,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,HI
Kalawao,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,HI
Kauai,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,1.3516625,HI
Adair,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Adams,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Allamakee,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Appanoose,1.709369733,1.709369733,1.709369733,1.709369733,1.709369733,1.709369733,1.709369733,1.709369733,1.709369733,1.709369733,1.709369733,1.709369733,1.709369733,IA
Audubon,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Benton,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
BlackHawk,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Boone,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Bremer,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Buchanan,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
BuenaVista,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Butler,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Calhoun,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Carroll,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Cass,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Cedar,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
CerroGordo,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Cherokee,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Chickasaw,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Clarke,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Clay,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Clayton,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Clinton,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Crawford,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Dallas,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Davis,1.749753,1.749753,1.749753,1.749753,1.749753,1.749753,1.749753,1.749753,1.749753,1.749753,1.749753,1.749753,1.749753,IA
Decatur,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Delaware,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
DesMoines,1.645910314,1.645910314,1.645910314,1.645910314,1.645910314,1.645910314,1.645910314,1.645910314,1.645910314,1.645910314,1.645910314,1.645910314,1.645910314,IA
Dickinson,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Dubuque,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Emmet,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Fayette,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Floyd,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Franklin,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Fremont,1.642064289,1.642064289,1.642064289,1.642064289,1.642064289,1.642064289,1.642064289,1.642064289,1.642064289,1.642064289,1.642064289,1.642064289,1.642064289,IA
Greene,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
Grundy,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,IA
