Geo,Year,DRRevMi,VPRevMi,MBRevMi,RBRevMi,MGRevMi,SRRevMi,HRRevMi,CRRevMi
RVMPO,2010,382639,0,607922,0,0,0,0,0
RVMPO,2038,4763989.328,0,7160474.406,0,0,0,0,0
