AgencyID,AgencyName,Mode,TimePeriod,RevenueMiles,DeadheadMiles,PassengerMiles
4R03-40906,Ware County,DR,Annual Total,184010,,
4R03-40908,Heard County Transit,DR,Annual Total,69487,,
4R03-40910,Peach County Transit,DR,Annual Total,76969,,
4R03-40912,Crisp County Transit,DR,Annual Total,243811,,
4R03-40924,Warren County Commission Transit,DR,Annual Total,51660,,
4R03-40925,Pulaski County Transit,DR,Annual Total,21778,,
4R03-40931,Baldwin County Transit,DR,Annual Total,66384,,
4R03-40936,Wilkinson County Commission Transit,DR,Annual Total,99625,,
4R03-40940,Tift Transit System,DR,Annual Total,58360,,
4R03-40945,Putnam County CommissionTransit,DR,Annual Total,89260,,
4R03-40946,Jones County Transit,DR,Annual Total,60460,,
4R03-40951,Burke County Transit,DR,Annual Total,162749,,
4R03-40956,Dodge County Transit,DR,Annual Total,95242,,
4R03-40961,Lincoln County Transit,DR,Annual Total,43699,,
4R03-40964,Cook County Transit,DR,Annual Total,248192,,
4R03-40967,Lowndes County,DR,Annual Total,317359,,
4R03-40977,Jefferson County Transit,DR,Annual Total,197674,,
4R03-40985,Banks County Transit,DR,Annual Total,61233,,
4R03-40994,Habersham County Transit,DR,Annual Total,39072,,
4R03-41001,"Southeastern Stages, Inc.",,Annual Total,496889,,
4R03-41007,Dade County Transit,DR,Annual Total,113557,,
4R03-41008,Jenkins County Transit,DR,Annual Total,19303,,
4R03-41012,Chattooga County Transit,DR,Annual Total,83029,,
4R03-41016,Brooks County Transit,DR,Annual Total,186485,,
4R03-41017,Dooly County Transit,DR,Annual Total,323933,,
4R03-41018,Gilmer County Transit System,DR,Annual Total,104963,,
4R03-41019,Troup County Transit,DR,Annual Total,110885,,
4R03-41021,Elbert County ,DR,Annual Total,119861,,
4R03-41026,Fannin County  ,DR,Annual Total,117363,,
4R03-41027,Bartow Transit,DR,Annual Total,225179,,
4R03-41033,Towns County,DR,Annual Total,30240,,
4R03-41035,City of Cedartown,DR,Annual Total,17150,,
4R03-41036,Turner County ,DR,Annual Total,84638,,
4R03-41040,Murray County Transportation System,DR,Annual Total,179655,,
4R03-41041,Greene County Commission Transit,DR,Annual Total,271951,,
4R03-41046,Taliaferro County Board of Commissioners,DR,Annual Total,35558,,
4R03-41047,Montgomery County Transit,DR,Annual Total,17279,,
4R03-41055,McDuffie County Commission Transit,DR,Annual Total,119181,,
4R03-41057,Dawson County Transit,DR,Annual Total,92423,,
4R03-41062,Hancock County Transit,DR,Annual Total,136830,,
4R03-41065,Twiggs County Transit,DR,Annual Total,74055,,
4R03-41074,Glascock County Transit,DR,Annual Total,32896,,
4R03-41077,Taylor County Transit,DR,Annual Total,143819,,
4R03-41078,Morgan County Transit,DR,Annual Total,119305,,
4R03-41085,Haralson County Transit,DR,Annual Total,94942,,
4R03-41086,Catoosa County,DR,Annual Total,195572,,
4R03-41088,Forsyth County Public Transportation,DR,Annual Total,178895,,
4R03-41099,Telfair County Transit,DR,Annual Total,33384,,
4R03-41103,Wheeler County Transit,DR,Annual Total,50082,,
4R03-41104,Talbot County Transit,DR,Annual Total,186901,,
4R03-41108,River Valley Regional Commission,DR,Annual Total,785212,,
4R03-41110,Pickens County,DR,Annual Total,82586,,
4R03-41112,Coastal Regional Commission,DR,Annual Total,2069816,,
4R03-41126,Pierce County Transit,DR,Annual Total,209083,,
4R03-41128,Berrien County,DR,Annual Total,101452,,
4R03-41133,Coweta County,DR,Annual Total,173496,,
4R03-41138,Whitfield County W.T.S.,DR,Annual Total,283525,,
4R03-41139,Columbia County CommissionTransit,DR,Annual Total,266638,,
4R03-41140,Clay County,DR,Annual Total,229140,,
4R03-41142,Wayne County Transit,DR,Annual Total,328383,,
4R03-41144,Hart County Public Transit,DR,Annual Total,44495,,
4R03-41145,Union County Transit,DR,Annual Total,41260,,
4R03-41147,Bacon County,DR,Annual Total,32476,,
4R03-41149,City of Americus,DR,Annual Total,64830,,
4R03-41154,Jackson County,DR,Annual Total,164804,,
4R03-41155,Social Circle Area Transit,DR,Annual Total,33168,,
4R03-41156,Wilcox County Transit,DR,Annual Total,155005,,
4R03-41158,Lumpkin County ,DR,Annual Total,34793,,
4R03-41163,Gordon County Transit,DR,Annual Total,80903,,
4R03-41168,Wilkes County Commission Transit,DR,Annual Total,106729,,
4R03-41171,Walker County,DR,Annual Total,499701,,
4R03-41176,Crawford County Transit,DR,Annual Total,62892,,
4R03-41177,Southwest Georgia RC,DR,Annual Total,3201654,,
4R03-41185,Thomas County Transit,DR,Annual Total,496922,,
4R03-41190,Paulding County,DR,Annual Total,150127,,
4R03-41196,Bleckley County Transit,DR,Annual Total,63450,,
4R03-44935,Meriwether County,DR,Annual Total,43785,,
4R03-60208,"Greyhound Lines, Inc.",,Annual Total,1872179,,
4R04-40909,"Middle Kentucky River Area Development Council, Inc.",DR,Annual Total,345260,,
4R04-40941,"Rural Transit Enterprises Coordinated, Inc.",DR,Annual Total,7528789,,
4R04-40948,Bluegrass Community Action Agency,DR,Annual Total,1856000,,
4R04-40948,Bluegrass Community Action Agency,MB,Annual Total,53618,,
4R04-40953,"Pennyrile Allied Community Services, Inc.",DR,Annual Total,2356400,,
4R04-40953,"Pennyrile Allied Community Services, Inc.",MB,Annual Total,53280,,
4R04-40971,Licking Valley CAP,DR,Annual Total,1024603,,
4R04-40972,Gateway Community Services Organization,DR,Annual Total,5980,,
4R04-40979,"KY River Foothills Development Council, Inc.",DR,Annual Total,519325,,
4R04-40979,"KY River Foothills Development Council, Inc.",MB,Annual Total,119675,,
4R04-40997,Owen County Fiscal Court,DR,Annual Total,134755,,
4R04-41006,Sandy Valley Transportation Services,DR,Annual Total,2100077,,
4R04-41013,Paducah Transit Authority,DR,Annual Total,1269602,,
4R04-41013,Paducah Transit Authority,MB,Annual Total,137565,,
4R04-41023,Daniel Boone Development Council,DR,Annual Total,2411970,,
4R04-41032,Maysville Transit System,MB,Annual Total,93499,,
4R04-41053,Murray-Calloway County Transit Authority,DR,Annual Total,491457,,
4R04-41053,Murray-Calloway County Transit Authority,MB,Annual Total,52938,,
4R04-41083,Glasgow Transit System,MB,Annual Total,31764,,
4R04-41087,"Federated Transportation Services of the Bluegrass, Inc.",DR,Annual Total,2269097,,
4R04-41087,"Federated Transportation Services of the Bluegrass, Inc.",MB,Annual Total,302634,,
4R04-41090,"Louisville WHEELS Transportation, Inc",DR,Annual Total,1490880,,
4R04-41094,Northeast KY Area Development Council,DR,Annual Total,341151,,
4R04-41098,"Harlan County Community Action Agency, Inc.",DR,Annual Total,412157,,
4R04-41105,"Audubon Area Community Services, Inc.",DR,Annual Total,1883689,,
4R04-41120,Frankfort Transit System,DR,Annual Total,119195,,
4R04-41120,Frankfort Transit System,MB,Annual Total,143635,,
4R04-41165,Central Kentucky Community Action Council,DR,Annual Total,1699812,,
4R04-41178,"Leslie, Knott, Letcher & Perry Community Action",DR,Annual Total,4667331,,
4R04-41179,Fulton County Transit Authority,DR,Annual Total,1134731,,
4R04-41195,Gallatin County Fiscal Court,DR,Annual Total,3421,,
4R05-40916,"United Community Action Committee, Inc.",DR,Annual Total,313858,,
4R05-40922,"South Central Community Action Agency, Inc.",DR,Annual Total,240090,,
4R05-40935,Delta Bus Lines,,Annual Total,579710,,
4R05-40955,Hinds County Human Resource Agency,DR,Annual Total,137697,,
4R05-40957,NROUTE,DR,Annual Total,236150,,
4R05-40969,Madison County Citizens Services Agency,DR,Annual Total,122619,,
4R05-40987,Copiah County Human Resource Agency,DR,Annual Total,277177,,
4R05-40995,Hollandale Elizabeth Glen Allan,DR,Annual Total,60091,,
4R05-41024,Mississippi Valley State University Mass Transit,DR,Annual Total,233646,,
4R05-41030,SMART Starkville-MSU Area Rapid Transit,DR,Annual Total,4716,,
4R05-41030,SMART Starkville-MSU Area Rapid Transit,MB,Annual Total,318363,,
4R05-41039,Northeast Mississippi Community Services,DR,Annual Total,786771,,
4R05-41044,Community Development Inc.,DR,Annual Total,726092,,
4R05-41051,"Five County Child Development Program, Inc.",DR,Annual Total,228980,,
4R05-41052,City of Oxford,DR,Annual Total,8793,,
4R05-41052,City of Oxford,MB,Annual Total,582786,,
4R05-41096,Claiborne County Human Resource Agency,DR,Annual Total,534590,,
4R05-41121,Natchez Transit System,DR,Annual Total,456111,,
4R05-41183,"Aaron E. Henry Community Health Services Center,In",DR,Annual Total,593208,,
4R05-41192,"Bolivar County Council On Aging, Inc.",DR,Annual Total,2678611,,
4R05-44928,"DJ Transit, Inc.",DR,Annual Total,300489,,
4R06-40913,Graham County,DR,Annual Total,196582,,
4R06-40915,Duplin County,DR,Annual Total,490644,,
4R06-40918,Wilkes Transportation Authority,DR,Annual Total,514062,,
4R06-40918,Wilkes Transportation Authority,MB,Annual Total,47497,,
4R06-40921,Randolph County Senior Adult Association Inc.,DR,Annual Total,603301,,
4R06-40929,Rockingham County Council on Aging,DR,Annual Total,709860,,
4R06-40929,Rockingham County Council on Aging,MB,Annual Total,133410,,
4R06-40933,Sampson County,DR,Annual Total,212745,,
4R06-40934,Polk County Transportation Authority,DR,Annual Total,356307,,
4R06-40938,"Pender Adult Services, Inc.",DR,Annual Total,431725,,
4R06-40942,Lincoln County,DR,Annual Total,496433,,
4R06-40942,Lincoln County,MB,Annual Total,24693,,
4R06-40943,Johnston Co. Council on Aging Inc.,DR,Annual Total,1199633,,
4R06-40944,Carteret County,DR,Annual Total,492868,,
4R06-40944,Carteret County,MB,Annual Total,46960,,
4R06-40947,Gates County,DR,Annual Total,321005,,
4R06-40959,Washington County,DR,Annual Total,143422,,
4R06-40976,Madison County Transportation Authority,DR,Annual Total,218727,,
4R06-40983,Rutherford County,DR,Annual Total,461973,,
4R06-40983,Rutherford County,MB,Annual Total,36660,,
4R06-40990,Martin County,DR,Annual Total,248924,,
4R06-40993,Wilson County,DR,Annual Total,557976,,
4R06-40996,Caswell County,DR,Annual Total,286020,,
4R06-41004,Chatham Transit Network,DR,Annual Total,986268,,
4R06-41010,Person County,DR,Annual Total,305908,,
4R06-41010,Person County,MB,Annual Total,418,,
4R06-41025,Trolley's Inc,,Annual Total,525691,,
4R06-41028,Scotland County,DR,Annual Total,139708,,
4R06-41028,Scotland County,MB,Annual Total,45661,,
4R06-41029,Ashe County Transportation Authority Inc,DR,Annual Total,741849,,
4R06-41029,Ashe County Transportation Authority Inc,MB,Annual Total,33184,,
4R06-41031,Greene County,DR,Annual Total,164340,,
4R06-41034,"Beaufort County Developmental Center, Inc.",DR,Annual Total,330991,,
4R06-41038,Hyde County Private Non-Profit Transp. Corp. Inc.,DR,Annual Total,103565,,
4R06-41043,Mitchell County Transportation Authority,DR,Annual Total,336877,,
4R06-41045,Dare County,DR,Annual Total,284806,,
4R06-41045,Dare County,DT,Annual Total,192,,
4R06-41048,Kerr Area Transportation Authority,DR,Annual Total,2115527,,
4R06-41048,Kerr Area Transportation Authority,MB,Annual Total,124253,,
4R06-41058,Brunswick Transit System Inc.,DR,Annual Total,461725,,
4R06-41064,Moore County,DR,Annual Total,544989,,
4R06-41066,Swain County  Focal Point on Aging Inc,DR,Annual Total,160749,,
4R06-41069,Cherokee County,DR,Annual Total,302308,,
4R06-41069,Cherokee County,MB,Annual Total,17480,,
4R06-41082,Transp. Administration of Cleveland County. Inc,DR,Annual Total,599394,,
4R06-41082,Transp. Administration of Cleveland County. Inc,MB,Annual Total,27243,,
4R06-41111,Albemarle Regional Health Services,DR,Annual Total,869313,,
4R06-41113,Anson County,DR,Annual Total,386588,,
4R06-41115,Transylvania County,DR,Annual Total,112371,,
4R06-41119,Harnett County,DR,Annual Total,933810,,
4R06-41124,Richmond Interagency Transportation Inc.,DR,Annual Total,326648,,
4R06-41127,AppalCart,DR,Annual Total,193305,,
4R06-41127,AppalCart,MB,Annual Total,707403,,
4R06-41130,Avery County Transportation Authority,DR,Annual Total,256811,,
4R06-41131,Choanoke Public Transportation Authority,DR,Annual Total,826199,,
4R06-41134,"Yadkin Valley Economic Development District, Inc.",DR,Annual Total,1663718,,
4R06-41134,"Yadkin Valley Economic Development District, Inc.",MB,Annual Total,98907,,
4R06-41137,Alleghany County,DR,Annual Total,302730,,
4R06-41143,Yancey County Transportation Authority,DR,Annual Total,227832,,
4R06-41150,Lee County,DR,Annual Total,439008,,
4R06-41150,Lee County,MB,Annual Total,24717,,
4R06-41160,Clay County,DR,Annual Total,227561,,
4R06-41162,Lenoir County,DR,Annual Total,532836,,
4R06-41166,Bladen County,DR,Annual Total,123389,,
4R06-41167,Jackson County,DR,Annual Total,220481,,
4R06-41167,Jackson County,MB,Annual Total,38456,,
4R06-41172,Columbus County,DR,Annual Total,541289,,
4R06-41181,Stanly County,DR,Annual Total,311083,,
4R06-41187,Robeson County,DR,Annual Total,339428,,
4R06-41191,Macon County,DR,Annual Total,333612,,
4R06-41191,Macon County,MB,Annual Total,56153,,
4R06-44931,"City of Wilson, NC",MB,Annual Total,186594,,
4R06-60208,"Greyhound Lines, Inc.",,Annual Total,775557,,
4R07-40952,Williamsburg County Transit System,DR,Annual Total,757360,,
4R07-40952,Williamsburg County Transit System,MB,Annual Total,313865,,
4R07-40974,Bamberg County Office On Aging,DR,Annual Total,655349,,
4R07-40988,Edgefield County Senior Citizens Council,DR,Annual Total,488650,,
4R07-41002,Generations Unlimited,DR,Annual Total,526562,,
4R07-41003,Fairfield County Transit System,DR,Annual Total,228066,,
4R07-41003,Fairfield County Transit System,MB,Annual Total,20500,,
4R07-41022,Newberry County Council on Aging,CB,Annual Total,64296,,
4R07-41022,Newberry County Council on Aging,DR,Annual Total,396673,,
4R07-41042,McCormick County Senior Center,DR,Annual Total,268004,,
4R07-41092,Lowcountry Regional Transportation Authority,CB,Annual Total,406338,,
4R07-41092,Lowcountry Regional Transportation Authority,DR,Annual Total,416357,,
4R07-41146,Senior Services Incorporated of Chester County,DR,Annual Total,419017,,
4R08-40950,First Tennessee Human Resource Agency,DR,Annual Total,2811046,,
4R08-40954,South Central Tennessee Development District,DR,Annual Total,3701811,,
4R08-40954,South Central Tennessee Development District,MB,Annual Total,141300,,
4R08-40978,Upper-Cumberland Human Resource Agency ,DR,Annual Total,1975753,,
4R08-40978,Upper-Cumberland Human Resource Agency ,MB,Annual Total,754939,,
4R08-40989,Southeast Tennessee Human Resource Agency-Rural Division,DR,Annual Total,2220678,,
4R08-41020,Delta Human Resource Agency,DR,Annual Total,1176815,,
4R08-41102,City of Gatlinburg,DR,Annual Total,0,,
4R08-41102,City of Gatlinburg,MB,Annual Total,330229,,
4R08-41106,Northwest Tennessee Human Resource Agency,DR,Annual Total,3077009,,
4R08-41136,Pigeon Forge Fun Time Trolleys,DR,Annual Total,0,,
4R08-41136,Pigeon Forge Fun Time Trolleys,MB,Annual Total,539260,,
4R08-41151,Southwest  Human Resource Agency,DR,Annual Total,1901823,,
4R09-40958,Orocovis,DR,Annual Total,6865,,
4R09-40958,Orocovis,MB,Annual Total,11901,,
4R09-40981,Adjuntas,MB,Annual Total,2246,,
4R09-41182,Comerio,DR,Annual Total,9902,,
4R09-41182,Comerio,MB,Annual Total,54203,,
5R01-50219,City of  Ottawa,DR,Annual Total,421215,,
5R01-50221,Bond County,DR,Annual Total,316464,,
5R01-50223,CRIS Rural Mass Transit District,DR,Annual Total,380056,,
5R01-50232,City of Macomb,DR,Annual Total,297554,,
5R01-50232,City of Macomb,MB,Annual Total,447749,,
5R01-50234,Carroll County,DR,Annual Total,166667,,
5R01-50237,Rock Island County,DR,Annual Total,83561,,
5R01-50250,Lee County,DR,Annual Total,412285,,
5R01-50252,Macoupin County,DR,Annual Total,528451,,
5R01-50253,Grundy County,DR,Annual Total,173631,,
5R01-50258,City of Quincy,DR,Annual Total,226110,,
5R01-50258,City of Quincy,MB,Annual Total,430178,,
5R01-50263,Bureau County,DR,Annual Total,478798,,
5R01-50269,Champaign County,DR,Annual Total,360414,,
5R01-50283,Warren County,DR,Annual Total,159628,,
5R01-50301,Henry County,DR,Annual Total,280786,,
5R01-50304,Fulton County,DR,Annual Total,66645,,
5R01-50312,Peoria County,DR,Annual Total,271399,,
5R01-50315,Shawnee Mass Transit District,DR,Annual Total,1692754,,
5R01-50327,South Central Illinois Mass Transit District,DR,Annual Total,2643116,,
5R01-50328,Kankakee County,DR,Annual Total,226602,,
5R01-50329,Woodford County,DR,Annual Total,318664,,
5R01-50338,McLean County,DR,Annual Total,808080,,
5R01-50339,Monroe Randolph Transit District,DR,Annual Total,404762,,
5R01-50345,Effingham County,DR,Annual Total,261256,,
5R01-50352,Kendall County,DR,Annual Total,335393,,
5R01-50364,Jo Daviess County,DR,Annual Total,301766,,
5R01-50385,Hancock County,DR,Annual Total,166258,,
5R01-50411,Logan County,DR,Annual Total,144428,,
5R01-50412,City of Freeport,DR,Annual Total,388694,,
5R01-50414,West Central Mass Transit District,DR,Annual Total,932876,,
5R01-50420,Tazewell County,DR,Annual Total,457298,,
5R01-50425,Piatt County,DR,Annual Total,209695,,
5R01-50447,Coles County,DR,Annual Total,334625,,
5R01-50458,Whiteside County,DR,Annual Total,285789,,
5R01-50496,Shelby County ,DR,Annual Total,441161,,
5R01-50502,City of Galesburg,DR,Annual Total,105246,,
5R01-50502,City of Galesburg,MB,Annual Total,219774,,
5R01-55313,Marshall County,DR,Annual Total,110590,,
5R02-40469,"Miller Transportation Bus Services, Inc.",,Annual Total,636390,,
5R02-50230,"Boone County Senior Services, Inc.",DR,Annual Total,250770,,
5R02-50246,Marshall County Board of Commissioners,DR,Annual Total,221583,,
5R02-50248,Steuben County Council on Aging,DR,Annual Total,191424,,
5R02-50249,City of Richmond,DR,Annual Total,100409,,
5R02-50249,City of Richmond,MB,Annual Total,220892,,
5R02-50254,Mitchell Transit,DR,Annual Total,16187,,
5R02-50256,Johnson County  Board of Commissioners,DR,Annual Total,620719,,
5R02-50256,Johnson County  Board of Commissioners,MB,Annual Total,238976,,
5R02-50272,Madison County,DR,Annual Total,158041,,
5R02-50276,Southern Indiana Development Commission Ride Solution,DR,Annual Total,1962203,,
5R02-50280,"Rush County Senior Citizens Services, Inc.",DR,Annual Total,94890,,
5R02-50281,Cass Area Transit,DR,Annual Total,708712,,
5R02-50289,Kosciusko Area Bus Service,DR,Annual Total,184187,,
5R02-50302,City of Washington,MB,Annual Total,28822,,
