AgencyID,PrimaryUZA,UZAName,Population
90182,102,"Stockton, CA",370583
90191,52,"Tucson, AZ",843168
90193,15,"San Diego, CA",2956746
90194,423,"El Paso de Robles (Paso Robles)-Atascadero, CA",65088
90196,28,"Sacramento, CA",1723634
90197,334,"Tracy, CA",87569
90198,394,"Porterville, CA",70272
90199,362,"Madera, CA",78413
90200,333,"Hanford, CA",87941
90201,300,"Turlock, CA",99904
90205,28,"Sacramento, CA",1723634
90206,447,"San Luis Obispo, CA",59219
90208,306,"Chico, CA",98176
90209,12,"Phoenix-Mesa, AZ",3629114
90211,2,"Los Angeles-Long Beach-Anaheim, CA",12150996
90213,428,"Petaluma, CA",64078
90214,2,"Los Angeles-Long Beach-Anaheim, CA",12150996
90215,454,"Carson City, NV",58079
90217,345,"Manteca, CA",83578
90218,22,"Riverside-San Bernardino, CA",1932666
90219,384,"Flagstaff, AZ",71957
90220,28,"Sacramento, CA",1723634
90222,52,"Tucson, AZ",843168
90223,28,"Sacramento, CA",1723634
90225,13,"San Francisco-Oakland, CA",3281212
90226,289,"El Centro-Calexico, CA",107672
90228,52,"Tucson, AZ",843168
90229,28,"Sacramento, CA",1723634
90230,333,"Hanford, CA",87941
90231,2,"Los Angeles-Long Beach-Anaheim, CA",12150996
90232,203,"Vallejo, CA",165074
90233,238,"Yuma, AZ-CA",135267
90234,13,"San Francisco-Oakland, CA",3281212
90235,28,"Sacramento, CA",1723634
90236,105,"Modesto, CA",358172
90238,471,"Delano, CA",54372
90239,480,"Sierra Vista, AZ",52745
90241,463,"Kahului, HI",55934
90242,23,"Las Vegas-Henderson, NV",1886011
90243,184,"Santa Barbara, CA",195861
90244,162,"Visalia, CA",219454
