"SERIALNO","PUMA5","HWEIGHT","UNITTYPE","PERSONS","BLDGSZ","HINC"
"0092917","01304",18,0,2,"02",161000
"0093026","00500",6,0,2,"02",3100
"0093277","01101",21,0,1,"03",24100
"0093383","00300",18,0,2,"02",26300
"0093426","00701",18,0,7,"02",47850
"0093582","01313",27,0,1,"07",18000
"0093617","00300",15,0,3,"02",57300
"0093644","01200",6,0,1,"02",11800
"0093908","01307",25,0,1,"01",7700
"0093973","01311",19,0,2,"02",31800
"0094122","01102",6,0,2,"02",35400
"0094124","01310",0,2,1,"  ",0
"0094154","01310",33,0,1,"03",10000
"0094357","01311",21,0,3,"02",64000
"0094395","01101",21,0,2,"02",53800
"0094416","00800",9,0,4,"05",14600
"0094491","00900",0,2,1,"  ",0
"0094572","00400",24,0,2,"01",27760
"0094720","01311",16,0,4,"02",35000
"0094788","00100",3,0,0,"02",0
"0095280","00701",6,0,2,"02",38800
"0095371","00600",12,0,4,"02",39000
"0095481","01311",21,0,2,"02",19000
"0095517","01311",21,0,5,"02",69000
"0095663","00500",19,0,1,"02",25200
"0095721","01301",50,0,0,"02",0
"0095846","00900",28,0,3,"01",10000
"0095946","00200",20,0,0,"02",0
"0095974","00500",6,0,1,"02",15050
"0096420","01305",21,0,1,"09",12000
"0096514","01303",18,0,4,"02",326800
"0096682","01308",21,0,1,"02",45300
"0096687","01304",27,0,4,"02",113400
"0096823","00702",10,0,0,"06",0
"0096929","01308",21,0,1,"05",25000
"0097219","00400",24,0,1,"02",86000
"0097326","00600",28,0,2,"02",59300
"0097557","01312",24,0,4,"02",48000
"0097635","01311",25,0,3,"04",18884
"0097792","01311",21,0,6,"01",66800
"0097861","00702",30,0,2,"03",23330
"0098015","01310",21,0,2,"07",53000
"0098052","00600",21,0,2,"03",38800
"0098141","01101",0,1,1,"  ",0
"0098166","00200",55,0,4,"01",13500
"0098222","00600",0,2,1,"  ",0
"0098305","01304",19,0,1,"02",25300
"0098309","00200",3,0,3,"02",36600
"0098394","01304",22,0,1,"06",40200
"0098458","00200",6,0,4,"01",22000
"0098639","00500",19,0,1,"02",22000
"0098789","00900",15,0,2,"04",44000
"0098800","01302",0,1,1,"  ",0
"0099073","00500",17,0,0,"02",0
"0099159","00600",6,0,2,"02",66500
"0099223","00900",6,0,4,"02",46040
"0099553","01301",21,0,1,"06",15000
"0099554","00800",19,0,5,"02",75800
"0099714","00600",25,0,3,"01",52100
"0099868","01101",24,0,1,"07",30000
"0099869","01200",24,0,2,"01",24000
"0099874","01307",0,2,1,"  ",0
"0100259","00100",15,0,4,"10",32000
"0100446","00900",6,0,2,"02",67300
"0100455","01102",3,0,2,"02",52400
"0100468","00500",20,0,0,"01",0
"0100718","00600",27,0,1,"04",19000
"0101445","01303",16,0,2,"02",24600
"0101538","01305",24,0,1,"02",24000
"0101566","00701",24,0,3,"02",57900
"0101671","01310",18,0,4,"06",29100
"0102007","00900",27,0,1,"01",12900
"0102061","00800",25,0,2,"07",20400
"0102087","00900",6,0,2,"01",28200
"0102208","00200",9,0,1,"01",65000
"0102413","00500",21,0,3,"02",46300
"0102454","00400",30,0,2,"02",62510
"0102495","01311",24,0,2,"02",231400
"0102582","00900",28,0,3,"05",7410
"0102772","00900",17,0,0,"02",0
"0102788","01307",18,0,6,"01",95520
"0103403","01000",21,0,1,"02",1330
"0103549","01313",25,0,1,"02",104000
"0103864","00500",20,0,0,"09",0
"0103985","00400",24,0,2,"02",171200
"0104214","01102",6,0,2,"02",43000
"0104407","01000",0,2,1,"  ",0
"0104434","01312",21,0,3,"02",111500
"0104650","00400",31,0,4,"09",30000
"0104712","01303",30,0,0,"02",0
"0104730","01303",24,0,2,"08",84900
"0104966","00800",24,0,4,"02",44890
"0105472","00200",21,0,3,"02",63200
"0105489","01303",0,2,1,"  ",0
"0105857","00500",24,0,2,"01",32100
"0105882","00100",6,0,2,"02",34500
"0106084","01312",31,0,2,"09",44000
"0106096","01309",21,0,1,"02",21700
"0106405","00100",6,0,3,"02",46700
"0106694","01310",24,0,1,"02",29100
"0106884","00100",7,0,0,"04",0
"0106948","00500",20,0,0,"02",0
"0107141","01302",25,0,3,"02",66430
"0107218","00702",25,0,5,"02",80660
"0107607","00600",24,0,2,"02",39900
"0107713","00500",22,0,1,"07",32500
"0107741","01301",18,0,3,"06",40200
"0108106","01101",31,0,2,"07",18500
"0108428","01303",18,0,1,"02",40000
"0108535","01200",25,0,1,"02",21100
"0108562","01000",39,0,3,"02",33010
"0108904","01312",34,0,3,"02",45400
"0108905","01308",18,0,3,"04",24200
"0108933","00600",18,0,4,"01",16200
"0109007","01308",26,0,0,"05",0
"0109203","01302",27,0,1,"02",36700
"0109512","00500",6,0,2,"02",45900
"0109711","00702",21,0,2,"02",15000
"0110151","00100",6,0,5,"02",116000
"0110308","00702",27,0,2,"02",40000
"0110327","00400",18,0,6,"02",68500
"0110335","00900",33,0,0,"05",0
"0110536","01101",25,0,2,"09",6600
"0110598","01200",21,0,2,"02",33500
"0110685","01307",21,0,3,"02",30400
"0110811","00200",4,0,0,"02",0
"0110968","00400",30,0,2,"02",25400
"0111278","00200",21,0,2,"01",19800
"0111732","00400",28,0,2,"02",20500
"0111885","01311",33,0,3,"02",47690
"0112035","01306",12,0,6,"04",14050
"0112169","00400",18,0,2,"02",10300
"0112181","00800",16,0,2,"01",82200
"0112248","01309",27,0,2,"02",55200
"0112389","01302",7,0,1,"02",28500
"0112426","00701",22,0,2,"01",32690
"0112640","01305",12,0,5,"02",99500
"0112647","01313",28,0,6,"02",50400
"0112732","01305",19,0,1,"07",16170
"0113112","01309",27,0,1,"09",25900
"0113165","01302",21,0,2,"02",84600
"0113249","01200",21,0,1,"01",24400
"0113311","01309",25,0,3,"02",152500
"0113328","01305",22,0,2,"02",63450
"0113483","01000",21,0,4,"02",73120
"0113639","01303",27,0,4,"02",50000
"0113829","01304",24,0,1,"09",1700
"0114182","01303",24,0,1,"09",11700
"0114313","01306",20,0,0,"08",0
"0114479","01313",21,0,1,"05",24000
"0114585","01312",37,0,3,"02",110000
"0114590","01200",34,0,2,"05",44800
"0114656","01200",6,0,4,"02",35200
"0114691","01301",22,0,3,"02",17600
"0114769","00300",18,0,1,"02",14500
"0114830","00702",27,0,1,"09",3000
"0115151","00300",9,0,1,"10",4000
"0115411","00800",24,0,0,"01",0
"0115589","00900",6,0,1,"01",13800
"0115777","00701",6,0,1,"02",15800
"0115846","00500",15,0,2,"02",83500
"0115867","00500",0,2,1,"  ",0
"0115951","01101",36,0,0,"02",0
"0116025","01000",12,0,4,"02",64020
"0116043","01303",22,0,1,"06",30000
"0116046","00702",27,0,2,"02",49000
"0116277","00702",15,0,3,"02",33000
"0116507","00100",18,0,2,"02",42720
"0116650","01301",24,0,3,"03",24000
"0116690","00300",6,0,4,"01",18000
"0117101","01101",24,0,1,"02",39000
"0117123","00400",31,0,1,"02",10400
"0117220","01303",18,0,2,"02",50150
"0117365","00500",7,0,0,"02",0
"0117621","01200",21,0,2,"02",52200
"0117794","00600",0,2,1,"  ",0
"0117800","01305",30,0,1,"02",61500
"0117803","00200",0,2,1,"  ",0
"0118087","00300",37,0,4,"02",47100
"0118108","01200",6,0,1,"02",30000
"0118342","01312",33,0,4,"02",132000
"0118504","00600",15,0,3,"02",33700
"0118531","00200",21,0,2,"02",40000
"0118662","00100",18,0,3,"02",61900
"0118674","00600",39,0,6,"01",53500
"0118783","00900",6,0,2,"02",60720
"0118798","00200",25,0,2,"02",28800
"0118885","00100",18,0,2,"02",10290
"0119128","00800",6,0,3,"01",18000
"0119250","00200",6,0,2,"02",6000
"0119366","01308",0,2,1,"  ",0
"0119475","01311",6,0,4,"02",77500
"0119516","01304",27,0,1,"09",44000
"0119704","00702",21,0,2,"02",77600
"0119754","00100",6,0,2,"02",57640
"0119854","00300",9,0,2,"02",28800
"0119873","00600",10,0,6,"02",106200
"0119987","01308",34,0,4,"03",25430
"0120044","01313",24,0,4,"02",87600
"0120096","01310",14,0,0,"05",0
"0120502","00100",6,0,4,"02",34000
"0120655","00500",9,0,5,"02",78700
"0120683","01200",28,0,4,"02",9100
"0120732","00900",18,0,1,"02",199000
"0121026","00300",9,0,1,"02",15000
"0121058","00701",27,0,1,"01",32800
"0121067","00500",10,0,0,"02",0
"0121222","00702",0,2,1,"  ",0
"0121438","01102",6,0,0,"02",0
"0121470","01306",18,0,1,"01",10900
"0121794","00200",6,0,2,"08",51000
"0122002","01307",18,0,1,"01",14400
"0122122","01304",31,0,1,"08",26200
"0122144","00900",25,0,3,"02",133140
"0122185","00100",7,0,0,"02",0
"0122301","00400",10,0,0,"01",0
"0122488","01304",30,0,1,"09",2710
"0122489","01200",21,0,2,"01",21600
"0122538","01311",27,0,1,"09",31000
"0122650","00500",21,0,1,"02",6000
"0122703","00400",30,0,0,"01",0
"0122770","01308",28,0,4,"05",30000
"0123049","00701",25,0,1,"06",8730
"0123305","00900",25,0,4,"02",12000
"0123468","00600",57,0,6,"02",81900
"0123592","01306",24,0,2,"02",103400
"0123629","01304",25,0,2,"08",79700
"0123703","00500",27,0,2,"07",25000
"0123795","00300",6,0,1,"02",24000
"0124069","01303",21,0,2,"05",4720
"0124204","00600",28,0,7,"02",33700
"0124456","00800",21,0,3,"01",112700
"0124506","00800",21,0,8,"02",62330
"0124794","01311",33,0,4,"02",40000
"0124816","00200",10,0,0,"10",0
"0125035","01311",12,0,2,"02",21600
"0125155","01303",12,0,2,"06",24300
"0125260","01313",24,0,1,"08",52500
"0125406","01301",21,0,1,"02",40020
"0125529","00500",22,0,3,"02",40000
"0125631","01304",18,0,1,"02",28000
"0125977","00702",0,1,1,"  ",0
"0126224","01305",24,0,3,"02",27700
"0126350","00500",15,0,3,"02",39000
"0126375","01102",9,0,6,"01",24260
"0126692","00400",9,0,1,"02",19100
"0126715","00300",18,0,2,"02",13500
"0126991","01305",16,0,0,"02",0
"0127065","00200",15,0,3,"01",16000
"0127145","00300",7,0,5,"01",64400
"0127214","00100",6,0,4,"02",36100
"0127557","00800",13,0,1,"10",13600
"0127578","00200",9,0,2,"01",105000
"0127663","01311",39,0,2,"09",25000
"0127786","00702",23,0,0,"07",0
"0128111","00600",0,1,1,"  ",0
"0128155","01101",22,0,3,"02",114700
"0128290","00300",16,0,3,"02",13000
"0128404","01305",27,0,3,"02",49000
"0128471","00800",18,0,1,"01",25000
"0128736","01102",6,0,1,"02",17100
"0128884","00500",19,0,1,"01",28200
"0129079","00702",19,0,1,"01",10200
"0129349","00500",18,0,3,"02",31200
"0129398","00900",3,0,3,"02",263500
"0129654","01306",27,0,2,"08",24000
"0129688","00500",17,0,0,"02",0
"0129882","01302",31,0,4,"02",28200
"0129883","00800",24,0,5,"02",77100
"0129914","00400",33,0,0,"02",0
"0130311","00702",24,0,2,"02",85040
"0130505","00702",19,0,2,"02",60000
"0130613","01200",0,1,1,"  ",0
"0130756","01313",25,0,4,"05",48750
"0131272","01102",6,0,2,"02",87500
"0131456","00500",6,0,3,"02",49000
"0131898","01302",3,0,3,"02",43130
"0131984","01306",21,0,1,"08",39020
"0131987","01301",24,0,2,"02",22000
"0132865","00100",27,0,4,"02",63000
"0132979","00800",24,0,1,"02",12000
"0133134","01101",27,0,1,"02",18200
"0133177","01313",15,0,1,"02",20000
"0133293","00100",12,0,3,"06",23800
"0133501","00702",0,2,1,"  ",0
"0133740","00100",6,0,1,"02",9000
"0134252","00800",27,0,2,"02",25040
"0134268","01309",25,0,2,"02",38300
"0134274","01200",27,0,3,"02",53300
"0134417","01307",19,0,2,"02",29100
"0134454","00702",27,0,2,"06",28000
"0134488","01307",22,0,2,"02",62600
"0134516","01000",6,0,2,"02",56000
"0134713","00200",13,0,1,"02",72500
"0135133","01301",10,0,0,"02",0
"0135138","01200",24,0,3,"02",70760
"0135774","00100",7,0,0,"01",0
"0135872","00900",0,2,1,"  ",0
"0136183","00100",28,0,1,"02",21300
"0136386","00900",0,2,1,"  ",0
"0136650","01305",19,0,1,"02",15700
"0136796","00702",15,0,2,"03",59300
"0136858","00600",18,0,2,"05",21000
"0137034","00702",24,0,5,"02",31010
"0137107","01303",0,1,1,"  ",0
"0137113","00300",9,0,5,"01",23200
"0137137","00800",33,0,3,"01",52700
"0137172","01301",22,0,2,"04",32730
"0137634","00800",18,0,3,"07",11100
"0137677","00300",15,0,2,"02",64500
"0137786","00600",27,0,2,"01",28500
"0137928","01101",21,0,1,"02",32250
"0138033","01306",22,0,2,"01",130400
"0138233","01304",15,0,2,"09",12720
"0138313","01102",6,0,4,"02",78200
"0138594","01301",21,0,2,"02",95300
"0138639","01000",6,0,1,"01",27130
"0138686","01309",19,0,1,"02",40000
"0138715","00200",9,0,6,"01",7500
"0138919","01311",21,0,2,"02",10800
"0139088","01102",6,0,2,"02",27820
"0139363","01311",63,0,0,"02",0
"0139466","00800",15,0,3,"02",50300
"0139492","00800",37,0,5,"02",48500
"0139691","01310",26,0,0,"10",0
"0139928","00500",0,1,1,"  ",0
"0140309","01102",27,0,2,"02",152000
"0140453","01311",27,0,2,"02",59700
"0140820","00800",30,0,2,"01",14200
"0140832","01311",27,0,0,"09",0
"0140874","00100",7,0,2,"02",51200
"0140892","01101",21,0,4,"05",45600
"0140895","00500",18,0,3,"02",51500
"0141043","01303",21,0,2,"02",42400
"0141251","01301",18,0,2,"02",128360
"0141290","00900",0,1,1,"  ",0
"0141554","01311",24,0,4,"02",64700
"0141702","00200",6,0,1,"02",8500
"0141855","01304",28,0,4,"02",70230
"0142023","01307",27,0,3,"02",47800
"0142102","01313",22,0,2,"02",82400
"0142199","01200",22,0,1,"02",42000
"0142300","00702",28,0,1,"09",11000
"0142668","01101",18,0,1,"06",7900
"0142671","01302",12,0,3,"02",67000
"0142742","00300",7,0,2,"02",121200
"0142782","00400",27,0,3,"02",17750
"0143088","00200",3,0,2,"07",34000
"0143212","01101",22,0,3,"06",19400
"0143381","01302",26,0,3,"02",36500
"0143672","01101",34,0,4,"05",20000
"0143705","00900",50,0,0,"05",0
"0143811","01303",12,0,2,"07",28300
"0144481","00702",28,0,2,"02",72700
"0144769","01304",18,0,2,"02",116000
"0144875","00200",6,0,1,"01",24300
"0144877","00600",15,0,4,"02",23100
"0144907","00100",24,0,2,"08",13650
"0144967","00900",19,0,1,"08",16800
"0145128","00300",28,0,3,"02",24600
"0145484","00600",16,0,3,"02",66380
"0145577","00800",25,0,2,"02",21080
"0145831","01312",27,0,2,"02",80000
"0145858","00200",6,0,4,"02",46200
"0145882","00800",12,0,2,"02",48400
"0145966","01200",15,0,2,"02",55400
"0146040","00600",24,0,2,"02",31460
"0146152","01310",36,0,2,"02",99000
"0146211","00100",6,0,1,"01",18700
"0146379","00702",24,0,4,"02",66900
"0146455","00400",6,0,2,"02",91500
"0146574","00702",19,0,4,"02",30100
"0146641","00600",18,0,3,"02",66400
"0146864","00701",24,0,2,"02",95300
"0146933","00800",24,0,1,"02",10800
"0147091","01302",18,0,7,"02",33500
"0147165","00702",24,0,4,"02",35700
"0147199","01310",21,0,2,"03",32970
"0147252","01304",15,0,2,"09",2710
"0147607","01313",27,0,1,"02",22900
"0147820","00702",30,0,1,"07",13480
"0147966","00300",18,0,1,"01",23000
"0147969","01307",27,0,2,"02",54800
"0148007","01310",27,0,0,"01",0
"0148146","01303",21,0,3,"09",48000
"0148172","00900",24,0,1,"02",42100
"0148219","00500",3,0,0,"09",0
"0148401","01306",18,0,2,"02",62340
"0148997","01312",22,0,4,"02",41000
"0149123","01101",21,0,1,"05",28000
"0149153","01304",28,0,2,"08",50600
"0149226","00702",0,1,1,"  ",0
"0149462","01102",6,0,1,"09",18300
"0149561","00400",30,0,2,"09",132030
"0149568","01200",6,0,2,"01",46790
"0149763","01309",27,0,3,"02",95020
"0149808","01306",12,0,2,"02",93000
"0149822","00500",17,0,0,"02",0
"0149955","01308",27,0,3,"02",118000
"0149961","01304",16,0,3,"03",85250
"0150077","01000",22,0,3,"02",10550
"0150512","01200",0,1,1,"  ",0
"0150605","01313",25,0,1,"05",43200
"0150641","00800",6,0,2,"02",43630
"0150784","00800",17,0,0,"01",0
"0150795","01303",31,0,3,"02",17000
"0150839","00100",10,0,2,"02",15700
"0150840","00800",12,0,4,"02",25000
"0150902","00600",6,0,3,"01",35250
"0151110","00702",24,0,1,"02",36000
"0151120","01101",28,0,2,"03",76000
"0151235","01305",0,1,1,"  ",0
"0151347","00701",24,0,1,"02",27030
"0151657","00400",34,0,0,"02",0
"0151674","00300",33,0,4,"05",44000
"0151721","01304",30,0,1,"09",46200
"0151775","01310",25,0,2,"02",76900
"0152037","01302",25,0,3,"01",30000
"0152533","01000",6,0,2,"01",42300
"0152562","01313",21,0,4,"02",125000
"0152608","01102",27,0,2,"02",33850
"0152661","00100",24,0,4,"01",75700
"0152700","01303",30,0,2,"04",30800
"0152841","00100",15,0,1,"08",31100
"0152983","00500",6,0,1,"06",14000
"0153015","01313",12,0,2,"06",106000
"0153150","01102",36,0,4,"02",24000
"0153153","01101",21,0,4,"02",49050
"0153347","01301",21,0,4,"02",74100
"0153505","01000",24,0,1,"04",29000
"0153588","00800",24,0,3,"02",60550
"0153592","00500",14,0,0,"03",0
"0153846","01307",3,0,4,"02",65000
"0153947","01308",18,0,1,"09",38000
"0153955","00800",21,0,2,"02",45000
"0154042","01102",9,0,4,"02",154050
"0154058","01309",28,0,2,"02",432000
"0154259","00702",18,0,2,"02",109300
"0154439","00500",12,0,4,"02",73360
"0154459","01309",25,0,2,"02",50000
"0154573","01310",24,0,5,"06",47000
"0154591","00100",6,0,2,"02",16200
"0154605","00400",40,0,3,"01",15000
"0154809","00600",25,0,3,"02",26296
"0154881","01101",28,0,1,"02",40000
"0155025","00200",6,0,4,"02",54000
"0155261","01000",22,0,2,"02",121400
"0155532","01302",30,0,6,"04",33000
"0155922","01311",18,0,2,"02",71900
"0156212","00900",24,0,1,"02",34000
"0156383","01200",19,0,2,"02",50120
"0156595","00800",24,0,2,"01",13800
"0156738","00100",6,0,2,"02",54800
"0156860","01200",20,0,0,"02",0
"0156878","00800",10,0,2,"02",24800
"0157067","01102",9,0,1,"02",33000
"0157068","00500",7,0,0,"02",0
"0157206","01200",13,0,0,"02",0
"0157397","01306",22,0,1,"09",16200
"0157425","00500",19,0,1,"01",13800
"0157696","01301",10,0,0,"02",0
"0157735","01304",18,0,1,"08",2300
"0158018","00701",9,0,2,"02",51000
"0158433","00100",21,0,2,"02",23360
"0158619","00300",21,0,5,"02",58100
"0159369","01102",24,0,1,"07",23600
"0159372","00900",21,0,1,"02",24100
"0159828","01306",30,0,2,"02",41600
"0159920","01302",19,0,1,"02",8200
"0159925","01302",27,0,1,"05",18000
"0160105","01101",18,0,2,"04",8800
"0160132","01000",6,0,1,"01",9760
"0160273","01302",16,0,0,"09",0
"0160314","01102",6,0,2,"02",125000
"0160384","00900",19,0,1,"05",6100
"0160389","00900",21,0,2,"01",38250
"0160490","01303",12,0,1,"09",20000
"0160514","01313",21,0,1,"07",26500
"0160748","01304",24,0,3,"09",38000
"0160869","00600",6,0,2,"02",0
"0160908","01308",18,0,2,"02",72000
"0160992","01302",28,0,3,"02",40700
"0161159","00600",30,0,0,"05",0
"0161278","01312",21,0,3,"02",107760
"0161314","01311",18,0,4,"02",150130
"0161380","00500",23,0,0,"02",0
"0161409","01301",0,2,1,"  ",0
"0161421","00100",12,0,6,"01",15050
"0161434","01102",18,0,2,"02",149700
"0161453","01313",19,0,2,"02",150000
"0161558","01312",15,0,4,"02",124000
"0161906","01309",24,0,4,"03",160000
"0161980","01311",22,0,1,"02",60000
"0162016","00100",6,0,1,"01",35700
"0162076","00900",9,0,2,"01",16400
"0162152","01305",15,0,2,"02",40000
"0162332","00200",15,0,3,"01",32000
"0162369","01200",28,0,2,"02",67070
"0162399","01312",21,0,2,"04",21000
"0162487","00500",21,0,5,"02",85000
"0162751","00200",6,0,1,"02",49600
"0162805","00600",24,0,3,"01",92200
"0162817","01312",27,0,3,"02",28000
"0162892","01305",18,0,2,"03",33000
"0164037","01200",13,0,0,"10",0
"0164179","01301",15,0,2,"09",15000
"0164270","00100",12,0,1,"02",17700
"0164302","01102",6,0,3,"01",60000
"0164313","01311",28,0,2,"02",76000
"0164391","01304",19,0,1,"02",14460
"0164405","00500",21,0,1,"02",22100
"0164500","01304",22,0,2,"02",181900
"0164611","00800",6,0,1,"01",6000
"0164612","01304",28,0,1,"09",3600
"0164733","00800",33,0,1,"10",11500
"0164738","01303",28,0,2,"08",25500
"0164769","01304",34,0,2,"02",55500
"0164788","01305",21,0,3,"02",38000
"0164871","00800",16,0,5,"01",43000
"0165096","00702",40,0,0,"09",0
"0165222","01304",21,0,2,"09",53800
"0165261","00701",24,0,0,"02",0
"0165306","01310",21,0,2,"02",70000
"0165355","00500",18,0,2,"05",62600
"0165397","01303",26,0,6,"03",59100
"0165398","01200",16,0,2,"02",65520
"0165425","00800",34,0,2,"01",27200
"0165473","00900",15,0,4,"02",20000
"0165538","00100",16,0,2,"01",38000
"0165591","01309",28,0,2,"02",17400
"0166030","01303",18,0,1,"02",-2820
"0166224","01000",31,0,3,"02",50050
"0166254","01310",37,0,3,"01",128000
"0166312","00500",3,0,1,"06",30000
"0166350","01304",27,0,2,"05",10000
"0166526","00701",10,0,2,"02",50500
"0166619","01302",21,0,2,"08",51000
"0166631","00900",37,0,3,"07",10260
"0166634","01301",25,0,3,"07",11800
"0166680","01101",19,0,1,"02",28000
"0166739","01313",28,0,3,"03",45000
"0166798","00400",27,0,2,"02",160000
"0167297","01102",9,0,4,"05",15000
"0167676","00500",21,0,3,"02",74000
"0167838","00900",36,0,3,"02",28580
"0167850","00600",22,0,1,"04",26000
"0167941","01309",33,0,4,"02",61400
"0167957","01309",34,0,3,"02",288800
"0168052","01200",3,0,4,"02",81000
"0168128","01310",21,0,2,"02",35200
"0168165","00200",6,0,4,"02",26000
"0168283","01301",19,0,12,"02",37000
"0168310","01306",34,0,3,"09",27400
"0169177","01301",24,0,0,"02",0
"0169326","00800",21,0,2,"09",8600
"0169356","00600",30,0,3,"02",82200
"0169394","00200",22,0,1,"01",21700
"0169507","01302",8,0,4,"02",11200
"0169669","00702",34,0,6,"02",33200
"0169738","00300",43,0,6,"01",69000
"0169862","00900",24,0,2,"02",62400
"0170029","00600",3,0,1,"06",23000
"0170093","00500",18,0,2,"02",53600
"0170105","01308",37,0,2,"09",40000
"0170133","01101",27,0,2,"02",32200
"0170193","00600",12,0,2,"02",55000
"0170229","00600",21,0,3,"02",50800
"0170631","00100",22,0,2,"02",19200
"0170730","00600",24,0,4,"02",156200
"0170862","01000",0,2,1,"  ",0
"0170913","00500",17,0,0,"02",0
"0171096","01306",28,0,2,"04",51300
"0171202","00600",6,0,2,"02",45700
"0171619","00800",6,0,0,"01",0
"0171630","00600",40,0,5,"01",14870
"0171695","00500",7,0,0,"05",0
"0171776","01301",24,0,2,"03",66400
"0172055","00300",12,0,4,"02",42800
"0172209","01308",22,0,3,"02",51170
"0172297","00400",21,0,2,"02",299000
"0172448","01306",24,0,3,"05",32800
"0172494","01302",22,0,1,"02",59400
"0172578","01305",21,0,1,"02",112000
"0172903","00600",10,0,0,"02",0
"0172994","00800",3,0,2,"02",17200
"0173242","00702",16,0,1,"02",78400
"0173284","01304",20,0,0,"09",0
"0173421","01102",22,0,3,"01",56000
"0173751","00200",21,0,6,"02",115100
