SERIALNO,AGE,WRKLYR,INCTOT
0079593,48,1,45400
0079593,11,0,NA
0079615,68,2,29400
0079615,78,2,13000
0080149,79,2,33900
0080149,80,2,35000
0080291,29,1,62200
0080291,27,1,83000
0080541,81,2,16200
0080757,49,1,22000
0080757,48,1,6000
0080965,36,1,38030
0080965,34,1,40000
0080983,49,1,9500
0080983,50,1,95000
0080983,12,0,NA
0081179,63,2,32300
0081179,62,2,10000
0081226,65,2,10300
0081226,66,2,12400
0081229,39,1,18300
0081229,39,1,19300
0081256,83,2,236000
0081256,80,2,4000
0081367,77,2,32200
0081367,69,2,4400
0081367,41,1,30000
0081424,77,2,16300
0081424,65,2,19800
0081484,46,1,34400
0081484,30,2,0
0081484,6,0,NA
0082051,23,1,12000
0082051,2,0,NA
0082051,24,1,11200
0082051,2,0,NA
0082083,78,2,12100
0082083,72,2,5000
0082260,20,1,7200
0082260,1,0,NA
0082260,22,1,5000
0082265,45,1,45000
0082265,41,2,0
0082265,18,2,0
0082265,16,2,0
0082498,45,1,49000
0082498,43,1,11000
0082498,16,1,900
0082498,13,0,NA
0082508,31,1,34000
0082508,31,1,33900
0082508,9,0,NA
0082508,1,0,NA
0082572,35,1,45500
0082572,33,1,47000
0082572,9,0,NA
0082572,3,0,NA
0082773,32,1,47800
0082778,21,1,2610
0082778,15,0,0
0082778,14,0,NA
0082985,49,1,63000
0082985,45,1,35300
0082985,18,1,5304
0082985,15,0,20
0083112,27,1,21600
0083112,26,1,8000
0083112,2,0,NA
0083112,25,1,23000
0083262,27,2,0
0083330,18,1,9000
0083330,20,1,9500
0083330,44,1,12000
0083414,75,2,8400
0083446,41,1,65200
0083446,34,1,29600
0083628,25,1,9200
0083667,58,1,40700
0083681,65,2,11000
0083681,61,2,5400
0083681,9,0,NA
0083807,55,1,36000
0083807,55,1,22000
0084094,50,1,15000
0084134,28,1,3200
0084134,18,2,0
0084134,48,1,16000
0084538,74,1,11380
0084605,15,0,150
0084769,49,2,0
0085000,58,1,25000
0085000,57,1,11200
0085182,76,2,18900
0085217,69,2,16300
0085217,69,2,6100
0085224,28,1,38000
0085224,27,1,36500
0085224,7,0,NA
0085224,2,0,NA
0085352,47,1,46000
0085352,56,1,70000
0085371,59,1,27600
0085371,54,1,1200
0085465,36,1,47480
0085465,26,1,13490
0085559,45,1,33500
0085559,43,1,9500
0085559,17,1,4200
0085559,15,0,0
0085978,41,1,36100
0085978,40,1,50500
0086092,64,1,12000
0086179,28,1,41450
0086179,29,1,35000
0086255,51,1,40200
0086255,42,2,0
0086255,11,0,NA
0086411,32,1,35150
0086411,28,1,19100
0086559,84,1,20980
0086559,81,2,16700
0086705,36,1,45000
0086705,15,0,0
0086705,14,0,NA
0086728,45,1,60000
0086728,50,1,1000
0086728,15,0,0
0086728,13,0,NA
0086728,19,1,9800
0086825,45,1,35000
0086995,80,2,0
0086995,50,1,16600
0086995,42,1,7630
0086995,40,2,0
0087131,27,1,31000
0087131,5,0,NA
0087131,1,0,NA
0087133,93,2,5400
0087413,74,2,32300
0087562,27,1,21800
0087562,22,1,19200
0087562,8,0,NA
0087562,7,0,NA
0087562,28,1,12000
0087562,26,1,9900
0087562,5,0,NA
0087562,3,0,NA
0088409,41,1,9000
0088431,71,2,15100
0088526,41,1,349000
0088526,19,1,10000
0088586,34,1,25000
0088586,27,1,47000
0088804,24,1,27000
0088804,32,1,20000
0088804,4,0,NA
0088804,24,1,5000
0088863,55,1,55200
0088863,15,0,0
0088863,14,0,NA
0088962,70,2,24100
0088962,31,1,37400
0088962,0,0,NA
0088962,29,1,11140
0088999,33,1,20000
0089577,50,1,11300
0089577,44,1,36300
0089577,15,0,0
0089577,11,0,NA
0089897,38,1,37000
0089897,42,1,142000
0089897,15,0,0
0089897,1,0,NA
0089944,65,1,52100
0089944,50,1,28300
0089944,18,1,3380
0089944,16,1,4180
0089944,11,0,NA
0090084,76,2,18100
0090084,38,2,0
0090084,15,0,0
0090084,10,0,NA
0090304,71,2,8000
0090392,48,1,56800
0090392,48,1,19000
0090606,35,1,30000
0090606,17,2,0
0090606,21,1,22000
0090742,60,1,11500
0090742,65,2,12400
0090815,48,1,30000
0090981,70,2,10550
0091037,50,1,43700
0091037,53,2,740
0091052,42,1,19400
0091121,53,1,5000
0091121,51,1,19200
0091175,35,1,33000
0091175,35,2,0
0091175,9,0,NA
0091246,27,1,36000
0091246,25,2,0
0091246,4,0,NA
0091246,0,0,NA
0091500,75,1,43690
0091500,21,1,9400
0091500,64,1,16500
0091644,49,1,72200
0091673,41,1,30000
0091673,42,1,42000
0091673,10,0,NA
0091673,18,1,12000
0091794,33,1,88400
0091794,31,1,47600
0092504,26,1,24900
0092648,44,1,25080
0092648,40,1,16000
0092720,51,1,49500
0092720,53,1,18500
0092722,34,1,33200
0092722,27,1,29600
0092822,61,1,18600
0092822,53,1,11000
0092849,87,2,16700
0092917,51,1,96000
0092917,52,1,65000
0093026,68,1,-3200
0093026,59,2,6300
0093277,41,2,24100
0093383,48,1,20900
0093383,20,1,5400
0093426,31,1,43000
0093426,27,1,4000
0093426,4,0,NA
0093426,32,2,850
0093426,8,0,NA
0093426,6,0,NA
0093426,5,0,NA
0093582,80,2,18000
0093617,44,1,26800
0093617,42,1,27400
0093617,18,1,3100
0093644,74,1,11800
0093908,82,2,7700
0093973,69,1,21800
0093973,65,2,10000
0094122,63,1,13000
0094122,58,2,22400
0094124,84,2,25600
0094154,79,2,10000
0094357,42,1,36000
0094357,41,1,28000
0094357,10,0,NA
0094395,41,1,37000
0094395,27,1,16800
0094416,33,1,14600
0094416,14,0,NA
0094416,12,0,NA
0094416,3,0,NA
0094491,22,2,0
0094572,65,1,22260
0094572,64,2,5500
0094720,29,1,35000
0094720,27,2,0
0094720,4,0,NA
0094720,1,0,NA
0095280,75,2,34000
0095280,65,2,4800
0095371,62,1,16400
0095371,35,1,10000
0095371,8,0,NA
0095371,31,1,12600
0095481,81,2,13200
0095481,73,2,5800
0095517,46,1,51000
0095517,47,1,10000
0095517,29,1,8000
0095517,15,0,0
0095517,12,0,NA
0095663,67,2,25200
0095846,32,1,10000
0095846,8,0,NA
0095846,6,0,NA
0095974,73,2,15050
0096420,81,2,12000
0096514,63,1,309800
0096514,56,2,0
0096514,24,1,17000
0096514,18,2,0
0096682,38,1,45300
0096687,46,1,73400
0096687,47,1,40000
0096687,11,0,NA
0096687,8,0,NA
0096929,53,1,25000
0097219,47,1,86000
0097326,89,2,12300
0097326,42,1,47000
0097557,39,1,48000
0097557,38,2,0
0097557,9,0,NA
0097557,7,0,NA
0097635,20,1,6080
0097635,21,1,5504
0097635,19,1,7300
0097792,20,1,17800
0097792,25,1,19000
0097792,21,1,15000
0097792,19,1,15000
0097792,18,2,0
0097792,3,0,NA
0097861,35,1,17800
0097861,30,1,5530
0098015,29,1,25000
0098015,26,1,28000
0098052,51,1,38800
0098052,62,2,0
0098141,23,2,0
0098166,32,1,12000
0098166,31,1,1500
0098166,13,0,NA
0098166,10,0,NA
0098222,19,1,2000
0098305,59,1,25300
0098309,39,1,36600
0098309,14,0,NA
0098309,13,0,NA
0098394,76,2,40200
0098458,25,1,12000
0098458,5,0,NA
0098458,0,0,NA
0098458,22,1,10000
0098639,22,1,22000
0098789,34,1,36200
0098789,38,1,7800
0098800,77,2,140800
0099159,53,1,33500
0099159,45,1,33000
0099223,46,1,8000
0099223,38,1,38040
0099223,9,0,NA
0099223,4,0,NA
0099553,53,1,15000
0099554,43,1,50000
0099554,43,1,10000
0099554,18,2,0
0099554,16,1,6200
0099554,93,2,9600
0099714,36,1,29400
0099714,36,1,22700
0099714,7,0,NA
0099868,30,1,30000
0099869,60,1,21600
0099869,47,1,2400
0099874,16,2,0
0100259,41,1,24000
0100259,42,1,7000
0100259,17,1,1000
0100259,15,0,0
0100446,63,2,52300
0100446,71,2,15000
0100455,54,1,17400
0100455,55,1,35000
0100718,26,1,19000
0101445,71,2,8800
0101445,83,2,15800
0101538,28,1,24000
0101566,46,1,50900
0101566,46,1,4800
0101566,18,1,2200
0101671,36,1,13000
0101671,38,1,16100
0101671,8,0,NA
0101671,6,0,NA
0102007,55,1,12900
0102061,68,2,4500
0102061,49,2,15900
0102087,80,2,23300
0102087,72,2,4900
0102208,56,1,65000
0102413,54,1,46300
0102413,15,0,0
0102413,15,0,0
0102454,54,1,25100
0102454,56,1,37410
0102495,56,2,106400
0102495,54,1,125000
0102582,28,1,7410
0102582,4,0,NA
0102582,2,0,NA
0102788,47,1,30520
0102788,45,1,56000
0102788,19,1,6700
0102788,18,1,2300
0102788,13,0,NA
0102788,11,0,NA
0103403,39,1,1330
0103549,53,1,104000
0103985,59,1,30000
0103985,55,1,141200
0104214,79,2,10300
0104214,86,2,32700
0104407,64,2,1730
0104434,48,1,52000
0104434,45,1,51000
0104434,22,1,8500
0104650,22,1,20000
0104650,18,1,10000
0104650,3,0,NA
0104650,0,0,NA
0104730,58,1,57900
0104730,57,1,27000
0104966,41,1,35290
0104966,38,1,9600
0104966,16,2,0
0104966,14,0,NA
0105472,53,1,41200
0105472,46,1,22000
0105472,15,0,0
0105489,19,1,5100
0105857,45,1,26000
0105857,41,2,6100
0105882,73,2,26300
0105882,76,2,8200
0106084,32,1,19000
0106084,30,1,25000
0106096,35,1,21700
0106405,31,1,19300
0106405,26,1,27400
0106405,1,0,NA
0106694,80,2,29100
0107141,42,2,24100
0107141,45,1,42330
0107141,15,0,0
0107218,46,1,67000
0107218,44,1,3400
0107218,12,0,NA
0107218,9,0,NA
0107218,30,1,10260
0107607,81,2,7900
0107607,82,2,32000
0107713,31,1,32500
0107741,29,1,5200
0107741,33,1,10000
0107741,28,1,25000
0108106,27,1,18500
0108106,5,0,NA
0108428,46,1,40000
0108535,93,1,21100
0108562,49,1,10
0108562,63,1,33000
0108562,20,2,0
0108904,31,1,20400
0108904,29,1,25000
0108904,3,0,NA
0108905,30,1,20000
0108905,35,2,4200
0108905,3,0,NA
0108933,41,1,16200
0108933,42,2,0
0108933,11,0,NA
0108933,5,0,NA
0109203,48,1,36700
0109512,70,2,26400
0109512,59,2,19500
0109711,75,2,6600
0109711,80,2,8400
0110151,31,1,42000
0110151,34,1,42000
0110151,25,2,0
0110151,66,2,6000
0110151,33,1,26000
0110308,50,1,14000
0110308,53,1,26000
0110327,87,2,18600
0110327,87,2,0
0110327,88,2,11900
0110327,73,2,6000
0110327,66,2,7000
0110327,46,1,25000
0110536,19,1,6600
0110536,2,0,NA
0110598,72,2,29800
0110598,78,2,3700
0110685,50,1,24000
0110685,15,0,0
0110685,19,1,6400
0110968,73,2,17300
0110968,79,2,8100
0111278,73,2,9000
0111278,70,2,10800
0111732,23,1,9500
0111732,24,1,11000
0111885,54,1,25000
0111885,40,1,22690
0111885,4,0,NA
0112035,31,2,6000
0112035,37,1,8050
0112035,9,0,NA
0112035,8,0,NA
0112035,6,0,NA
0112035,1,0,NA
0112169,49,1,10300
0112169,14,0,NA
0112181,59,1,55000
0112181,57,1,27200
0112248,59,2,41100
0112248,59,2,14100
0112389,49,1,28500
0112426,48,2,26100
0112426,40,1,6590
0112640,44,1,85400
0112640,47,2,7000
0112640,13,0,NA
0112640,19,1,7100
0112640,0,0,NA
0112647,47,1,50400
0112647,47,2,0
0112647,12,0,NA
0112647,11,0,NA
0112647,9,0,NA
0112647,5,0,NA
0112732,37,1,16170
0113112,93,2,25900
0113165,52,1,42500
0113165,48,1,42100
0113249,74,2,24400
0113311,56,1,98500
0113311,57,1,52000
0113311,23,1,2000
0113328,45,1,34000
0113328,44,1,29450
0113483,43,1,65000
0113483,40,1,5000
0113483,19,1,3000
0113483,15,0,120
0113639,29,1,50000
0113639,28,2,0
0113639,7,0,NA
0113639,5,0,NA
0113829,53,1,1700
0114182,68,2,11700
0114479,51,1,24000
0114585,49,1,30000
0114585,46,1,80000
0114585,15,0,0
0114590,89,1,28500
0114590,80,2,16300
0114656,35,1,35200
0114656,33,2,0
0114656,3,0,NA
0114656,62,2,0
0114691,24,1,17600
0114691,3,0,NA
0114691,3,0,NA
0114769,84,2,14500
0114830,30,1,3000
0115151,93,2,4000
0115589,93,2,13800
0115777,39,1,15800
0115846,55,1,67000
0115846,38,1,16500
0115867,20,1,12200
0116025,38,1,40020
0116025,36,1,24000
0116025,16,2,0
0116025,14,0,NA
0116043,24,1,30000
0116046,45,1,-11000
0116046,47,1,60000
0116277,37,1,33000
0116277,34,2,0
0116277,1,0,NA
0116507,37,1,15820
0116507,43,1,26900
0116650,27,1,24000
0116650,6,0,NA
0116650,3,0,NA
0116690,44,1,18000
0116690,34,2,0
0116690,14,0,NA
0116690,12,0,NA
0117101,30,1,39000
0117123,46,2,10400
0117220,46,1,50150
0117220,51,2,0
0117621,63,2,21400
0117621,61,1,30800
0117794,21,2,2000
0117800,45,1,61500
0117803,40,2,0
0118087,44,1,19100
0118087,44,1,28000
0118087,17,2,0
0118087,11,0,NA
0118108,69,2,30000
0118342,39,1,77000
0118342,37,1,55000
0118342,2,0,NA
0118342,0,0,NA
0118504,71,2,5400
0118504,68,2,3300
0118504,47,1,25000
0118531,28,1,40000
0118531,26,2,0
0118662,41,1,38800
0118662,43,1,23100
0118662,12,0,NA
0118674,41,1,16500
0118674,45,1,10000
0118674,8,0,NA
0118674,7,0,NA
0118674,5,0,NA
0118674,29,1,27000
0118783,60,1,37700
0118783,59,1,23020
0118798,61,2,23200
0118798,61,2,5600
0118885,85,2,5600
0118885,76,2,4690
0119128,34,1,10000
0119128,13,0,NA
0119128,62,2,8000
0119250,34,1,6000
0119250,5,0,NA
0119366,39,2,7800
0119475,60,1,61000
0119475,51,2,100
0119475,27,1,11200
0119475,24,1,5200
0119516,43,1,44000
0119704,58,1,38000
0119704,56,1,39600
0119754,63,1,39640
0119754,58,2,18000
0119854,60,1,5300
0119854,59,1,23500
0119873,53,1,85100
0119873,21,2,0
0119873,17,2,4800
0119873,3,0,NA
0119873,0,0,NA
0119873,22,1,16300
0119987,38,1,25000
0119987,20,1,430
0119987,17,2,0
0119987,15,0,0
0120044,53,1,80000
0120044,46,1,4000
0120044,17,1,3600
0120044,14,0,NA
0120502,38,1,27000
0120502,35,1,7000
0120502,14,0,NA
0120502,12,0,NA
0120655,33,1,56000
0120655,35,1,22700
0120655,8,0,NA
0120655,6,0,NA
0120655,16,2,0
0120683,45,1,5400
0120683,47,1,3700
0120683,6,0,NA
0120683,5,0,NA
0120732,74,1,199000
0121026,52,1,15000
0121058,64,2,32800
0121222,64,2,8100
0121470,85,2,10900
0121794,23,1,24000
0121794,22,1,27000
0122002,62,2,14400
0122122,35,1,26200
0122144,49,1,71140
0122144,46,1,62000
0122144,13,0,NA
0122488,61,2,2710
0122489,49,1,7680
0122489,45,1,13920
0122538,86,2,31000
0122650,38,2,6000
0122770,23,1,22000
0122770,21,1,8000
0122770,1,0,NA
0122770,4,0,NA
0123049,22,1,8730
0123305,27,1,12000
0123305,24,2,0
0123305,4,0,NA
0123305,1,0,NA
0123468,34,2,0
0123468,34,1,81900
0123468,14,0,NA
0123468,7,0,NA
0123468,4,0,NA
0123468,0,0,NA
0123592,58,1,85400
0123592,58,1,18000
0123629,38,1,43700
0123629,28,1,36000
0123703,30,2,0
0123703,28,1,25000
0123795,39,1,24000
0124069,23,2,2370
0124069,50,2,2350
0124204,47,1,25000
0124204,45,1,7700
0124204,18,2,0
0124204,15,0,1000
0124204,12,0,NA
0124204,10,0,NA
0124204,8,0,NA
0124456,84,2,47600
0124456,61,1,42000
0124456,64,2,23100
0124506,61,2,13200
0124506,45,2,3600
0124506,23,1,11400
0124506,20,1,34000
0124506,54,2,0
0124506,11,0,NA
0124506,7,0,NA
0124506,35,1,130
0124794,37,1,40000
0124794,34,2,0
0124794,3,0,NA
0124794,1,0,NA
0125035,89,2,15600
0125035,87,2,6000
0125155,29,1,24300
0125155,8,0,NA
0125260,78,2,52500
0125406,35,1,40020
0125529,45,1,26000
0125529,34,1,14000
0125529,10,0,NA
0125631,53,1,28000
0125977,67,2,26400
0126224,46,1,20000
0126224,43,1,7700
0126224,8,0,NA
0126350,43,1,35000
0126350,45,1,4000
0126350,12,0,NA
0126375,34,1,9300
0126375,15,0,0
0126375,13,0,NA
0126375,11,0,NA
0126375,4,0,NA
0126375,35,1,14960
0126692,30,1,19100
0126715,77,2,10100
0126715,78,2,3400
0127065,29,2,3000
0127065,0,0,NA
0127065,33,1,13000
0127145,35,1,14400
0127145,36,1,50000
0127145,12,0,NA
0127145,10,0,NA
0127145,8,0,NA
0127214,51,1,19000
0127214,49,1,14800
0127214,18,1,2300
0127214,16,2,0
0127557,36,2,13600
0127578,27,1,72000
0127578,32,1,33000
0127663,27,1,25000
0127663,29,2,0
0128111,80,2,24700
0128155,73,2,95000
0128155,71,2,14700
0128155,45,2,5000
0128290,27,2,13000
0128290,23,2,0
0128290,0,0,NA
0128404,27,1,22000
0128404,28,1,27000
0128404,2,0,NA
0128471,49,2,25000
0128736,79,2,17100
0128884,87,2,28200
0129079,65,2,10200
0129349,30,1,12000
0129349,41,1,19200
0129349,16,2,0
0129398,38,1,261000
0129398,38,1,2500
0129398,3,0,NA
0129654,21,1,10000
0129654,21,1,14000
0129882,38,1,24000
0129882,38,1,4200
0129882,10,0,NA
0129882,8,0,NA
0129883,40,1,33600
0129883,43,1,34400
0129883,15,0,0
0129883,21,1,7200
0129883,19,1,1900
0130311,47,1,40040
0130311,46,1,45000
0130505,66,1,51000
0130505,58,1,9000
0130613,43,1,4000
0130756,39,1,17000
0130756,12,0,NA
0130756,16,1,750
0130756,39,1,31000
0131272,56,1,70000
0131272,51,1,17500
0131456,79,2,22400
0131456,85,2,12100
0131456,93,2,14500
0131898,45,1,43130
0131898,10,0,NA
0131898,8,0,NA
0131984,32,1,39020
0131987,25,1,22000
0131987,5,0,NA
0132865,43,1,60000
0132865,39,2,0
0132865,16,1,3000
0132865,13,0,NA
0132979,36,1,12000
0133134,85,2,18200
0133177,59,2,20000
0133293,59,1,14000
0133293,16,1,700
0133293,64,2,9100
0133501,20,1,11000
0133740,78,2,9000
0134252,28,1,25000
0134252,23,1,40
0134268,74,2,38300
0134268,76,2,0
0134274,52,1,16200
0134274,50,1,28800
0134274,20,1,8300
0134417,55,2,27000
0134417,54,2,2100
0134454,47,1,24000
0134454,24,2,4000
0134488,58,1,62600
0134488,57,2,0
0134516,43,1,35000
0134516,41,1,21000
0134713,43,1,72500
0135138,38,1,44760
0135138,34,1,26000
0135138,5,0,NA
0135872,20,1,5200
0136183,80,2,21300
0136386,19,1,6000
0136650,83,2,15700
0136796,81,2,29300
0136796,50,2,30000
0136858,34,1,21000
0136858,7,0,NA
0137034,29,1,28010
0137034,30,1,3000
0137034,5,0,NA
0137034,3,0,NA
0137034,1,0,NA
0137107,93,2,40000
0137113,52,2,0
0137113,51,1,23200
0137113,17,2,0
0137113,9,0,NA
0137113,8,0,NA
0137137,49,1,10000
0137137,53,1,24000
0137137,17,1,18700
0137172,29,1,16100
0137172,30,1,16630
0137634,46,2,4700
0137634,8,0,NA
0137634,42,2,6400
0137677,56,1,51000
0137677,54,1,13500
0137786,85,2,15500
0137786,86,2,13000
0137928,80,2,32250
0138033,55,1,125000
0138033,63,2,5400
0138233,21,1,8500
0138233,20,1,4220
0138313,48,1,26000
0138313,49,1,23000
0138313,20,1,22000
0138313,17,1,7200
0138594,55,1,73400
0138594,52,1,21900
0138639,63,1,27130
0138686,24,1,40000
0138715,33,1,7500
0138715,34,2,0
0138715,9,0,NA
0138715,7,0,NA
0138715,5,0,NA
0138715,4,0,NA
0138919,62,1,1700
0138919,51,1,9100
0139088,74,2,20360
0139088,75,2,7460
0139466,39,1,47400
0139466,41,1,2900
0139466,6,0,NA
0139492,30,1,38500
0139492,28,1,10000
0139492,8,0,NA
0139492,7,0,NA
0139492,3,0,NA
0139928,93,2,0
0140309,55,1,152000
0140309,54,2,0
0140453,55,1,27000
0140453,51,1,32700
0140820,71,2,7000
0140820,75,2,7200
0140874,74,2,46300
0140874,79,2,4900
0140892,27,1,30000
0140892,19,1,15600
0140892,4,0,NA
0140892,1,0,NA
0140895,36,1,24500
0140895,42,1,27000
0140895,17,2,0
0141043,44,1,36400
0141043,34,1,6000
0141251,46,1,70180
0141251,47,1,58180
0141290,62,2,17100
0141554,31,1,56500
0141554,30,1,8200
0141554,3,0,NA
0141554,1,0,NA
0141702,32,1,8500
0141855,34,1,70230
0141855,31,2,0
0141855,2,0,NA
0141855,0,0,NA
0142023,48,1,16150
0142023,20,1,15000
0142023,42,1,16650
0142102,64,1,80000
0142102,62,2,2400
0142199,47,1,42000
0142300,64,1,11000
0142668,65,2,7900
0142671,24,1,19000
0142671,25,1,22000
0142671,24,1,26000
0142742,38,1,98000
0142742,37,1,23200
0142782,48,1,3350
0142782,33,1,14400
0142782,7,0,NA
0143088,46,1,29200
0143088,22,1,4800
0143212,59,2,5000
0143212,53,1,14400
0143212,14,0,NA
0143381,62,1,22500
0143381,49,1,14000
0143381,7,0,NA
0143672,21,1,20000
0143672,0,0,NA
0143672,2,0,NA
0143672,22,2,0
0143811,27,1,28300
0143811,9,0,NA
0144481,57,1,54100
0144481,55,1,18600
0144769,53,1,0
0144769,51,1,116000
0144875,71,1,24300
0144877,55,1,21300
0144877,45,2,0
0144877,15,0,1800
0144877,5,0,NA
0144907,19,1,13650
0144907,0,0,NA
0144967,53,1,16800
0145128,51,1,24600
0145128,49,2,0
0145128,3,0,NA
0145484,38,1,65080
0145484,36,1,1300
0145484,3,0,NA
0145577,66,1,12680
0145577,71,2,8400
0145831,30,1,40000
0145831,45,1,40000
0145858,42,1,30000
0145858,44,1,16000
0145858,17,1,200
0145858,16,2,0
0145882,64,2,24400
0145882,64,2,24000
0145966,33,1,38800
0145966,29,1,16600
0146040,35,1,30660
0146040,39,1,800
0146152,57,1,99000
0146152,56,2,0
0146211,52,1,18700
0146379,32,2,32000
0146379,29,1,10900
0146379,12,0,NA
0146379,29,1,24000
0146455,45,1,37500
0146455,51,1,54000
0146574,38,1,30100
0146574,34,2,0
0146574,13,0,NA
0146574,11,0,NA
0146641,45,1,42300
0146641,45,1,17600
0146641,18,1,6500
0146864,50,1,70000
0146864,51,1,25300
0146933,69,2,10800
0147091,34,2,13300
0147091,32,2,0
0147091,10,0,NA
0147091,7,0,NA
0147091,3,0,NA
0147091,37,1,13100
0147091,19,1,7100
0147165,41,1,23400
0147165,19,1,4800
0147165,8,0,NA
0147165,41,1,7500
0147199,26,1,3950
0147199,28,1,29020
0147252,69,2,2710
0147252,62,2,0
0147607,85,2,22900
0147820,30,1,13480
0147966,56,1,23000
0147969,73,2,30700
0147969,74,2,24100
0148146,39,1,30000
0148146,41,1,18000
0148146,5,0,NA
0148172,73,2,42100
0148401,59,2,30940
0148401,63,2,31400
0148997,37,1,26000
0148997,33,1,15000
0148997,10,0,NA
0148997,7,0,NA
0149123,39,1,28000
0149153,35,1,29500
0149153,31,1,21100
0149226,77,2,9690
0149462,83,2,18300
0149561,39,1,70000
0149561,52,1,62030
0149568,47,1,38000
0149568,49,1,8790
0149763,36,1,100020
0149763,31,1,-5000
0149763,0,0,NA
0149808,26,1,40000
0149808,27,1,53000
0149955,44,1,38000
0149955,42,1,80000
0149955,13,0,NA
0149961,40,1,22250
0149961,12,0,NA
0149961,48,1,63000
0150077,66,2,10400
0150077,16,2,150
0150077,14,0,NA
0150512,28,1,11000
0150605,40,1,43200
0150641,73,1,6730
0150641,73,2,36900
0150795,25,1,7000
0150795,24,1,10000
0150795,1,0,NA
0150839,72,2,11100
0150839,65,2,4600
0150840,27,1,12000
0150840,4,0,NA
0150840,2,0,NA
0150840,26,1,13000
0150902,39,1,33400
0150902,37,1,1850
0150902,15,0,0
0151110,70,2,36000
0151120,76,2,76000
0151120,74,2,0
0151235,7,0,NA
0151347,41,1,27030
0151674,26,1,20000
0151674,27,1,24000
0151674,8,0,NA
0151674,6,0,NA
0151721,93,2,46200
0151775,28,1,40300
0151775,26,1,36600
0152037,42,1,2000
0152037,45,1,20000
0152037,19,1,8000
0152533,86,2,29100
0152533,78,2,13200
0152562,38,1,122000
0152562,42,1,3000
0152562,8,0,NA
0152562,6,0,NA
0152608,65,1,28450
0152608,63,2,5400
0152661,55,2,12000
0152661,57,1,26000
0152661,29,1,27400
0152661,79,2,10300
0152700,32,1,16800
0152700,28,1,14000
0152841,36,1,31100
0152983,26,1,14000
0153015,23,1,14000
0153015,30,1,92000
0153150,25,1,24000
0153150,21,2,0
0153150,2,0,NA
0153150,0,0,NA
0153153,46,1,31050
0153153,42,1,18000
0153153,14,0,NA
0153153,9,0,NA
0153347,42,1,62000
0153347,37,1,12100
0153347,14,0,NA
0153347,12,0,NA
0153505,71,2,29000
0153588,47,1,30050
0153588,48,1,24000
0153588,21,1,6500
0153846,38,1,65000
0153846,42,2,0
0153846,9,0,NA
0153846,5,0,NA
0153947,49,1,38000
0153955,61,1,45000
0153955,61,2,0
0154042,54,1,73050
0154042,36,1,81000
0154042,17,2,0
0154042,13,0,NA
0154058,53,1,339000
0154058,55,1,93000
0154259,68,2,30300
0154259,59,1,79000
0154439,41,1,24700
0154439,41,1,31160
0154439,20,1,15000
0154439,18,1,2500
0154459,33,1,50000
0154459,16,2,0
0154573,38,1,28000
0154573,36,1,19000
0154573,13,0,NA
0154573,9,0,NA
0154573,7,0,NA
0154591,64,1,9400
0154591,59,1,6800
0154605,37,1,15000
0154605,9,0,NA
0154605,7,0,NA
0154809,33,1,17300
0154809,36,1,8996
0154809,1,0,NA
0154881,34,1,40000
0155025,41,1,54000
0155025,37,2,0
0155025,13,0,NA
0155025,9,0,NA
0155261,70,2,116500
0155261,72,2,4900
0155532,38,1,20000
0155532,38,2,0
0155532,7,0,NA
0155532,6,0,NA
0155532,2,0,NA
0155532,23,1,13000
0155922,59,1,54500
0155922,51,1,17400
0156212,51,1,34000
0156383,29,1,36120
0156383,22,1,14000
0156595,62,2,0
0156595,80,2,13800
0156738,78,2,49700
0156738,66,2,5100
0156878,62,1,24800
0156878,59,2,0
0157067,51,1,33000
0157397,79,2,16200
0157425,49,2,13800
0157735,53,2,2300
0158018,34,1,31000
0158018,32,1,20000
0158433,81,2,13000
0158433,81,2,10360
0158619,36,1,30000
0158619,37,1,28100
0158619,16,2,0
0158619,14,0,NA
0158619,12,0,NA
0159369,50,1,23600
0159372,80,2,24100
0159828,69,2,17400
0159828,65,2,24200
0159920,64,1,8200
0159925,37,1,18000
0160105,20,1,3000
0160105,18,1,5800
0160132,75,2,9760
0160314,50,1,125000
0160314,50,2,0
0160384,38,2,6100
0160389,42,1,25050
0160389,31,1,13200
0160490,42,1,20000
0160514,30,1,26500
0160748,31,1,20000
0160748,33,1,18000
0160748,11,0,NA
0160869,79,2,0
0160869,70,2,0
0160908,56,1,38000
0160908,60,1,34000
0160992,35,1,28500
0160992,15,0,3000
0160992,34,1,9200
0161278,33,1,107760
0161278,31,2,0
0161278,6,0,NA
0161314,44,1,150130
0161314,42,2,0
0161314,12,0,NA
0161314,10,0,NA
0161409,20,1,3500
0161421,42,1,2000
0161421,43,2,6300
0161421,20,2,0
0161421,18,2,6750
0161421,18,2,0
0161421,16,2,0
0161434,74,2,141600
0161434,69,2,8100
0161453,63,1,150000
0161453,61,2,0
0161558,42,1,124000
0161558,39,2,0
0161558,12,0,NA
0161558,4,0,NA
0161906,50,1,1e+05
0161906,41,1,60000
0161906,18,2,0
0161906,10,0,NA
